Date,ETH-USD,BNB-USD,ADA-USD,XRP-USD,LTC-USD,ALGO-USD,MATIC-USD,FIL-USD,TRX-USD,XTZ-USD,VET-USD,EGLD-USD,XLM-USD,AAVE-USD,SUSHI-USD,CAKE-USD,THETA-USD,EOS-USD,CHZ-USD,DOGE-USD,ZEC-USD,AVAX-USD,ATOM-USD,NEO-USD,XMR-USD,SOL-USD,DOT-USD,SHIB-USD,BTC-USD,YFI-USD,UNI-USD,MKR-USD,LINK-USD,SNX-USD,HT-USD,FTT-USD,ENJ-USD,MANA-USD,IOST-USD,ICX-USD,REN-USD,BTT-USD,LRC-USD,ZRX-USD,OMG-USD,1INCH-USD,WAVES-USD,SC-USD,BCH-USD,QTUM-USD,DASH-USD,RVN-USD,HBAR-USD,XEM-USD,WTC-USD,BAT-USD,XDC-USD,ANKR-USD,HOT-USD,ETC-USD,CRV-USD,KSM-USD,NEAR-USD,REP-USD,ZIL-USD,RUNE-USD,MIR-USD,SKL-USD,STX-USD,ICP-USD,NU-USD,BNT-USD,BTS-USD,SXP-USD,ARDR-USD,CELO-USD,LSK-USD,KNC-USD,GNO-USD,RLC-USD,BAL-USD,FORTH-USD,ETN-USD,DCR-USD
2023-02-06,1616.2470703125,324.6271667480469,0.38242098689079285,0.3928239941596985,96.06245422363281,0.2554210126399994,1.1904150247573853,5.122544765472412,0.06319399923086166,1.1469420194625854,0.023927999660372734,43.68790817260742,0.08885899931192398,84.13943481445312,1.434715986251831,4.428596019744873,1.071714997291565,1.0595530271530151,0.13719800114631653,0.0895489975810051,43.3548698425293,19.58503532409668,14.142922401428223,8.68124771118164,164.7208709716797,22.706388473510742,6.4947991371154785,1.4000000192027073e-05,22760.109375,7484.68359375,0.0002530000056140125,693.7000122070312,6.832168102264404,2.7977209091186523,5.533312797546387,1.9297009706497192,0.4610710144042969,0.7090319991111755,0.01083299983292818,0.23144599795341492,0.09902600198984146,9.999999974752427e-07,0.3617900013923645,0.24469199776649475,1.6690020561218262,0.556984007358551,2.660114049911499,0.0038270000368356705,131.60269165039062,2.842072010040283,61.888912200927734,0.0298870000988245,0.06752900034189224,0.0398700013756752,0.23688699305057526,0.2775050103664398,0.027775999158620834,0.028769999742507935,0.003843999933451414,22.14292335510254,1.0454059839248657,35.22772216796875,2.3084449768066406,8.481829643249512,0.029572999104857445,1.7675319910049438,0.001883000019006431,0.03713800013065338,0.002526999916881323,5.446417808532715,0.1637749969959259,0.44652101397514343,0.011377999559044838,0.30732300877571106,0.09920100122690201,0.7933940291404724,1.2104029655456543,0.8766739964485168,116.55010986328125,1.9988210201263428,6.818513870239258,3.853347063064575,0.0026740001048892736,22.893747329711914
2023-02-07,1672.0035400390625,333.2278747558594,0.39921000599861145,0.403903990983963,100.92766571044922,0.27915799617767334,1.268975019454956,5.547709941864014,0.06577400118112564,1.216467022895813,0.025969000533223152,46.916358947753906,0.09201499819755554,88.83464050292969,1.5026520490646362,4.566792011260986,1.1964819431304932,1.1127530336380005,0.16152499616146088,0.09257599711418152,46.86042404174805,20.845218658447266,14.957318305969238,9.127525329589844,168.0813751220703,23.861356735229492,6.942028045654297,1.4000000192027073e-05,23264.291015625,7873.25341796875,0.0002579999854788184,789.4988403320312,7.198653221130371,2.9352939128875732,5.559327125549316,2.0387659072875977,0.514365017414093,0.8065620064735413,0.011276000179350376,0.23676900565624237,0.10403800010681152,9.999999974752427e-07,0.3929330110549927,0.26098400354385376,1.6938999891281128,0.5859230160713196,2.82794189453125,0.004455000162124634,135.96920776367188,2.9672319889068604,65.76837921142578,0.032698001712560654,0.07490800321102142,0.04259100183844566,0.2506369948387146,0.2997409999370575,0.027434000745415688,0.031227000057697296,0.004213999956846237,23.200801849365234,1.0916149616241455,37.18852615356445,2.490000009536743,8.157636642456055,0.03084699995815754,1.9537220001220703,0.0019509999547153711,0.04323200136423111,0.0025239998940378428,5.834402084350586,0.1642169952392578,0.4897820055484772,0.011634999886155128,0.3246749937534332,0.09973499923944473,0.8171730041503906,1.1643099784851074,0.9160100221633911,120.46892547607422,2.259507894515991,7.173462867736816,4.093246936798096,0.0028800000436604023,24.40281105041504
2023-02-08,1650.716796875,328.0886535644531,0.3940330147743225,0.39805200695991516,99.2076187133789,0.29001399874687195,1.3039699792861938,5.438179969787598,0.06687399744987488,1.2247309684753418,0.025715000927448273,46.297264099121094,0.09098300337791443,86.92668151855469,1.4395500421524048,4.682220935821533,1.1407040357589722,1.0837910175323486,0.1576630026102066,0.09015599638223648,45.240318298339844,20.08147430419922,15.146100997924805,9.194986343383789,165.506103515625,23.192670822143555,6.749273777008057,1.4000000192027073e-05,22939.3984375,7724.91162109375,0.00025499999173916876,781.3359375,7.121416091918945,2.680635929107666,5.280569076538086,1.9513189792633057,0.5014899969100952,0.7659440040588379,0.011362999677658081,0.23010699450969696,0.09706100076436996,9.999999974752427e-07,0.3730739951133728,0.2548600137233734,1.6901509761810303,0.5645260214805603,2.7237179279327393,0.004891999997198582,131.4954376220703,2.92248797416687,63.87453842163086,0.031525999307632446,0.07512900233268738,0.041352998465299606,0.24920499324798584,0.29898801445961,0.02676899917423725,0.030710000544786453,0.00408599991351366,22.603639602661133,1.1391479969024658,37.07971954345703,2.6405720710754395,7.703734874725342,0.030640000477433205,1.885537028312683,0.0018939999863505363,0.04074700176715851,0.002555999904870987,5.719066143035889,0.16406799852848053,0.4746150076389313,0.01145699992775917,0.3159730136394501,0.09778899699449539,0.8357359766960144,1.1005140542984009,0.91702800989151,120.12677001953125,2.0854649543762207,6.964354991912842,4.315485000610352,0.0028009999077767134,23.778196334838867
2023-02-09,1546.438232421875,305.9604187011719,0.36253100633621216,0.38246598839759827,92.09846496582031,0.2553040087223053,1.228342056274414,4.784856796264648,0.06261400133371353,1.0782190561294556,0.023256000131368637,42.2706184387207,0.0855259969830513,77.74617767333984,1.2597620487213135,4.178517818450928,1.0447319746017456,1.0444920063018799,0.1378760039806366,0.0814799964427948,42.91048812866211,17.874452590942383,13.50214958190918,8.924817085266113,152.45965576171875,20.45212745666504,6.231307029724121,1.2000000424450263e-05,21819.0390625,7003.1787109375,0.00024199999461416155,709.9113159179688,6.98314094543457,2.3730459213256836,4.9630818367004395,1.5846669673919678,0.4437290132045746,0.6779260039329529,0.01029600016772747,0.2093459963798523,0.08196700364351273,9.999999974752427e-07,0.3334519863128662,0.22876299917697906,1.4982270002365112,0.5268300175666809,2.3256750106811523,0.004184000194072723,126.42708587646484,2.6556038856506348,57.239036560058594,0.028846999630331993,0.07146299630403519,0.037845999002456665,0.23316499590873718,0.2644050121307373,0.026427000761032104,0.030604999512434006,0.0038109999150037766,20.889055252075195,0.9715890288352966,33.20998764038086,2.2621328830718994,7.0969557762146,0.027022000402212143,1.6597280502319336,0.0018309999722987413,0.038940999656915665,0.002597999991849065,5.0731520652771,0.14896799623966217,0.44357600808143616,0.010583999566733837,0.28325900435447693,0.09515199810266495,0.722108006477356,1.0228990316390991,0.7957310080528259,110.80880737304688,1.9236520528793335,6.369643211364746,3.8800530433654785,0.002638000063598156,23.77745246887207
2023-02-10,1514.869140625,305.9541320800781,0.3586350083351135,0.38264501094818115,93.52928161621094,0.2520099878311157,1.2305949926376343,4.854320049285889,0.0633229985833168,1.0874110460281372,0.02361699938774109,42.70713424682617,0.0856809988617897,78.78968811035156,1.2963260412216187,4.128880977630615,1.0505739450454712,1.0524499416351318,0.13569599390029907,0.08109000325202942,43.59840774536133,17.79853057861328,13.709134101867676,9.04763412475586,154.55447387695312,20.130109786987305,6.189690113067627,1.2999999853491317e-05,21651.18359375,7020.36376953125,0.00023999999393709004,712.9164428710938,6.902423858642578,2.395266056060791,5.10483980178833,1.6211520433425903,0.44036799669265747,0.6890119910240173,0.010300000198185444,0.21336199343204498,0.08234900236129761,9.999999974752427e-07,0.38561901450157166,0.23198799788951874,1.5252339839935303,0.5317260026931763,2.3512980937957764,0.00406099995598197,124.68172454833984,2.750844955444336,57.851318359375,0.028821000829339027,0.07600899785757065,0.03794100135564804,0.22993899881839752,0.27175700664520264,0.026016000658273697,0.02991200052201748,0.003742000088095665,21.02766990661621,0.9600719809532166,31.79180145263672,2.2507970333099365,7.9235358238220215,0.02780899964272976,1.6702009439468384,0.0015200000489130616,0.056582000106573105,0.002598999999463558,5.080259799957275,0.14563800394535065,0.43541499972343445,0.010723999701440334,0.2895979881286621,0.09848999977111816,0.7119550108909607,1.050673007965088,0.7872989773750305,108.97541046142578,1.9568140506744385,6.3499040603637695,3.7385599613189697,0.002607000060379505,23.761911392211914
2023-02-11,1539.9267578125,310.61602783203125,0.36920198798179626,0.38400799036026,94.43054962158203,0.257189005613327,1.251412034034729,5.1034932136535645,0.0638049989938736,1.0857739448547363,0.023907000198960304,44.433589935302734,0.08627399802207947,79.40477752685547,1.3147519826889038,4.201498031616211,1.0770570039749146,1.0573960542678833,0.13805800676345825,0.08237200230360031,45.65281677246094,18.029085159301758,13.758606910705566,8.925613403320312,161.50160217285156,20.830095291137695,6.278796195983887,1.2999999853491317e-05,21870.875,7192.50390625,0.00024300000222865492,723.5496215820312,7.006326198577881,2.444546937942505,5.1439409255981445,1.623674988746643,0.4605819880962372,0.6952170133590698,0.010436000302433968,0.21645799279212952,0.08601000159978867,9.999999974752427e-07,0.43691200017929077,0.24253800511360168,1.5460209846496582,0.5405470132827759,2.4302010536193848,0.004104999825358391,124.76457977294922,2.7458810806274414,62.16973114013672,0.029162999242544174,0.08814699947834015,0.038378000259399414,0.23650500178337097,0.27146899700164795,0.026395000517368317,0.030115999281406403,0.003766000038012862,21.489086151123047,0.9590129852294922,32.615848541259766,2.28558611869812,7.7644572257995605,0.028348000720143318,1.7166780233383179,0.0018660000059753656,0.05658600106835365,0.0025889999233186245,5.269959926605225,0.15146300196647644,0.4371129870414734,0.01083299983292818,0.2916570007801056,0.09819500148296356,0.7860910296440125,1.0673719644546509,0.8153669834136963,110.81710052490234,2.0187160968780518,6.417949199676514,3.822057008743286,0.00266100000590086,23.574785232543945
2023-02-12,1515.03369140625,312.9296569824219,0.36429598927497864,0.3752819895744324,92.39573669433594,0.2483370006084442,1.2385159730911255,4.919552803039551,0.06383699923753738,1.0784629583358765,0.023564999923110008,43.886104583740234,0.08506599813699722,77.40818786621094,1.2667399644851685,4.174685955047607,1.0661430358886719,1.0407730340957642,0.13267099857330322,0.08214399963617325,46.20451354980469,17.76869773864746,13.537372589111328,8.590232849121094,159.3105926513672,21.489978790283203,6.176514148712158,1.2999999853491317e-05,21788.203125,6974.36572265625,0.00024199999461416155,684.7098388671875,6.807923793792725,2.350264072418213,5.125507831573486,1.710057020187378,0.44635000824928284,0.6607940196990967,0.010339000262320042,0.21233999729156494,0.0843840017914772,9.999999974752427e-07,0.40962499380111694,0.23386700451374054,1.516724944114685,0.5325719714164734,2.3775999546051025,0.003994000144302845,122.90042877197266,2.687608003616333,62.36994934082031,0.028565000742673874,0.08641800284385681,0.03801500052213669,0.2276960015296936,0.282150000333786,0.026642000302672386,0.029099000617861748,0.0037690000608563423,21.043527603149414,0.9282100200653076,31.874305725097656,2.235635995864868,7.970481872558594,0.029155999422073364,1.6806819438934326,0.0018789999885484576,0.05605899915099144,0.0025259999092668295,5.5077900886535645,0.1463329941034317,0.4392000138759613,0.010701999999582767,0.34190401434898376,0.09438099712133408,0.7932149767875671,1.0473220348358154,0.7905660271644592,108.34213256835938,1.923203945159912,6.272189140319824,3.7772960662841797,0.0028909998945891857,22.95249366760254
2023-02-13,1507.1658935546875,294.475341796875,0.35962700843811035,0.3716750144958496,91.12174987792969,0.2446579933166504,1.1868449449539185,4.869500160217285,0.06560000032186508,1.0392800569534302,0.023019999265670776,41.70478057861328,0.08513599634170532,82.39447021484375,1.2824519872665405,3.9397621154785156,1.0446460247039795,1.0302170515060425,0.12950800359249115,0.08215600252151489,43.59380340576172,17.6209716796875,13.140862464904785,8.420251846313477,155.94984436035156,20.79010009765625,6.121274948120117,1.2000000424450263e-05,21808.1015625,6786.9326171875,0.00024199999461416155,770.1089477539062,6.67165994644165,2.394848108291626,5.024138927459717,1.554049015045166,0.42841699719429016,0.6449710130691528,0.0098879998549819,0.2091439962387085,0.08230800181627274,9.999999974752427e-07,0.3938629925251007,0.22418899834156036,1.4809880256652832,0.5305299758911133,2.30098295211792,0.0038040000945329666,123.85804748535156,2.6284139156341553,63.19940948486328,0.027977999299764633,0.08588399738073349,0.036587998270988464,0.22376100718975067,0.2863070070743561,0.026531999930739403,0.02784699946641922,0.003645000047981739,20.676620483398438,1.0521190166473389,32.355308532714844,2.1880409717559814,8.18421745300293,0.02924400009214878,1.6473740339279175,0.0018759999657049775,0.04998999834060669,0.0025080000050365925,5.349506855010986,0.1412000060081482,0.4234650135040283,0.010513000190258026,0.3316259980201721,0.09049300104379654,0.7442209720611572,1.014178991317749,0.7556849718093872,106.27577209472656,1.895416021347046,6.272090911865234,3.7954869270324707,0.002856000093743205,22.40571403503418
2023-02-14,1556.8751220703125,296.120361328125,0.3864409923553467,0.382407009601593,95.68757629394531,0.25367000699043274,1.2587729692459106,5.084536075592041,0.06674599647521973,1.0618139505386353,0.023837000131607056,44.31283950805664,0.0859299972653389,83.06468963623047,1.3068699836730957,3.963813066482544,1.0759639739990234,1.0477039813995361,0.134443998336792,0.08353400230407715,43.6275520324707,18.147031784057617,13.410723686218262,8.69006633758545,158.35577392578125,21.824953079223633,6.227573871612549,1.2999999853491317e-05,22220.8046875,7067.19921875,0.0002469999890308827,740.756591796875,6.806429862976074,2.4905309677124023,5.0344672203063965,1.598557949066162,0.44266900420188904,0.6758139729499817,0.01013999991118908,0.2168930023908615,0.08607300370931625,9.999999974752427e-07,0.4142709970474243,0.23248900473117828,1.563560962677002,0.53957599401474,2.4286999702453613,0.003907000180333853,126.73186492919922,2.6828670501708984,68.11457824707031,0.02966799959540367,0.08762799948453903,0.03737799823284149,0.2271209955215454,0.29920101165771484,0.026458999142050743,0.02871200069785118,0.003756999969482422,21.220441818237305,1.078544020652771,33.72685623168945,2.2452330589294434,9.101449012756348,0.029570000246167183,1.7016570568084717,0.0018749999580904841,0.05168899893760681,0.0024560000747442245,5.53139591217041,0.14336200058460236,0.4362959861755371,0.011207000352442265,0.3330560028553009,0.09452600032091141,0.7570090293884277,1.0643320083618164,0.7860299944877625,109.7080307006836,2.0430150032043457,6.426961898803711,3.858144998550415,0.0028570001013576984,23.027650833129883
2023-02-15,1673.7459716796875,317.1692199707031,0.4181149899959564,0.4013519883155823,102.79530334472656,0.272707998752594,1.3300319910049438,5.479165077209473,0.07082100212574005,1.1474740505218506,0.025642000138759613,46.412906646728516,0.09015599638223648,89.33313751220703,1.4159760475158691,4.248620986938477,1.161728024482727,1.099115014076233,0.14277400076389313,0.08929099887609482,46.25929260253906,19.923646926879883,14.27304744720459,9.2706298828125,165.59814453125,23.883901596069336,6.609522819519043,1.4000000192027073e-05,24307.841796875,7427.78515625,0.0002699999895412475,760.2007446289062,7.270598888397217,2.731182098388672,5.199492931365967,1.6864750385284424,0.4833109974861145,0.7302960157394409,0.010981000028550625,0.23496699333190918,0.09253399819135666,9.999999974752427e-07,0.4372909963130951,0.25422999262809753,1.65316903591156,0.566586971282959,2.598011016845703,0.00430600019171834,134.57415771484375,2.871500015258789,73.35304260253906,0.03182699903845787,0.09156399965286255,0.04058000072836876,0.23762600123882294,0.31380000710487366,0.027296999469399452,0.03231799975037575,0.004023999907076359,22.44441032409668,1.1484040021896362,36.88237380981445,2.5240049362182617,9.694047927856445,0.03147599846124649,1.809438943862915,0.002002999885007739,0.05795200169086456,0.0024580000899732113,6.036663055419922,0.15586499869823456,0.4673449993133545,0.011525999754667282,0.34598401188850403,0.09863100200891495,0.8161709904670715,1.143244981765747,0.8500360250473022,114.42018127441406,2.1315550804138184,7.251131057739258,4.035873889923096,0.0030239999759942293,24.314062118530273
