timestamp,price_btc,market_cap_btc,total_volume_btc,price_yfi,market_cap_yfi,total_volume_yfi,price_mkr,market_cap_mkr,total_volume_mkr,price_enj,market_cap_enj,total_volume_enj
2024-02-04,42976.8482999083,842668526994.8,7779819312.31076,7165.50755298825,239331762.085151,10714231.598718,2002.66096907866,1847845848.76053,39108292.2398909,0.282403975372015,394930348.450119,12405038.9641242
2024-02-05,42599.3599705598,835416357159.23,11250814654.362,7062.46542836913,235825277.403616,10596116.6963587,1992.48020481861,1839622482.43318,43845936.9470812,0.275934520975527,385486005.710919,12521839.9927866
2024-02-06,42648.4569211354,836630860392.292,18682275991.6268,7041.95468872,235277383.915352,11593553.9049771,1945.70333113977,1794973157.48748,45661519.4651122,0.277119140982748,386881940.048257,12830313.7324708
2024-02-07,43087.7874081429,845393687725.622,17131113853.2362,7084.92649270858,236740688.931176,44410733.4801571,1953.21649372669,1803560583.98555,50597228.8896353,0.279978262665439,391824351.111569,11138214.0492647
2024-02-08,44247.4154154793,868672050077.77,21200879624.7354,7185.63332056648,240150949.071055,16072919.6214698,1946.42088241645,1797956648.8214,45309210.341762,0.285946604331066,401271561.639527,13846946.1810667
2024-02-09,45338.2711897895,890468166608.419,27709605138.4986,7283.34396346185,243461420.386584,14700129.8847412,1939.34260638463,1790392701.56929,52809067.5416283,0.287798442479669,405216108.013759,15016174.9986797
2024-02-10,47143.2429910711,925541926938.615,41993952311.1229,7454.37792953582,249187314.154696,17591223.4825083,1969.77410564553,1818713939.04328,58561924.5262701,0.296074693088637,416227730.292403,17082544.2776432
2024-02-11,47768.9952512479,938210772985.443,16461159742.3178,7406.21352012683,247194564.784105,12836475.533571,2004.35800272749,1850133898.58967,51680020.5620354,0.297544657961914,419508613.502943,13624141.3919872
2024-02-12,48189.8817930399,945579645769.01,13196875460.8467,7390.85660433135,246879634.105825,11504887.035803,2026.12813138505,1870609232.01278,55101597.1049493,0.295775872746423,416387608.641532,13632058.6768235
2024-02-13,50050.136094564,981463410832.964,37684440686.7089,7639.86986228332,255166125.015043,17119835.2625307,2075.13487619106,1914524052.00801,61573090.3897151,0.313590821081326,441063331.340467,24792606.1645018
2024-02-14,49732.1453695535,974585308372.128,37331081151.0248,7550.29615316173,252240514.626188,19542742.3180365,2058.3079812476,1899720402.60247,78183354.6906347,0.310117484164347,436586120.971654,24277292.3175108
2024-02-15,51790.1692975264,1017596576729.79,41805076939.809,7734.74912512796,258443148.499603,16672919.4892813,2089.96917934247,1930519520.65559,67719589.7546335,0.327327322409764,461597327.160716,23100263.0488104
2024-02-16,51958.2302910549,1020725811639.53,31991869491.0567,7800.14997051842,260530916.682053,20443727.4897425,2097.06233975275,1936210118.3184,79415740.6052484,0.327901062581427,462252932.301004,23260336.6093426
2024-02-17,52166.4343097619,1024019280535.48,24850432117.8966,7799.08415535624,260696551.7926,17592488.5558237,2085.71930744935,1926226460.54525,73506669.1403496,0.33194391111093,468218312.064787,26044915.1939474
2024-02-18,51684.5174926453,1015778284418.93,19851884283.1572,7723.79472441534,258243577.579666,14156388.1285982,2128.71712678322,1966620972.55478,69906766.2233741,0.325462032533551,459099862.667625,18533266.950142
2024-02-19,52138.4857887369,1023586119011.23,17025880430.5659,7723.56800285723,258200581.918651,13274802.6256258,2173.38257941604,2007119776.02952,77505292.5341733,0.33012826399805,465473680.95506,19148772.1055222
2024-02-20,51764.3131854878,1016146442771.57,22555121071.5591,7816.50119000822,261070094.135857,17604628.0672499,2160.54374955169,1994258840.78651,79971943.2942664,0.360091644493173,506283509.073929,40212037.3991025
2024-02-21,52286.7937255467,1026424315285.75,34499627551.3193,7670.24358237724,256450252.340178,23634169.5997964,2129.49514700513,1967206723.71139,78449703.6440068,0.344103625193674,485793391.079142,39292503.5929815
2024-02-22,51842.7567662564,1018869881156.32,30624246621.0974,7456.72002160229,249159204.642615,19358693.6564598,2049.4268361038,1894588472.3619,72182057.8614508,0.329505476446715,465558705.781768,33161032.9074346
2024-02-23,51319.5001257027,1007314397269.41,23733644208.8086,7519.98190860084,251103570.979294,16066966.5110989,2027.60690640881,1871460324.79923,61302496.1305337,0.33037230681074,466421450.959687,26901178.4275733
2024-02-24,50841.0810947709,999139504635.63,22637679779.741,7651.05661646766,255668166.021959,27165176.3710988,1987.62610566726,1836559578.56015,76427592.176091,0.338786396954313,478977840.330046,25016581.7385836
2024-02-25,51553.0967128311,1012485917140.19,15528276123.5367,8243.03471728526,275402320.170773,159379557.102417,2037.92399570326,1881272544.66907,81525951.7399686,0.350266257714792,495060449.493422,27065686.1440178
2024-02-26,51751.8840549346,1016549456019.33,15455098216.4826,8266.49312903648,276253427.860915,32396380.0112658,2052.07321163703,1893921376.11465,60144062.8151542,0.357807501127035,505354041.196508,20706251.137766
2024-02-27,54478.191083123,1071049856128.85,35407941475.5679,8384.68164726251,280383757.939562,32611246.8135227,2102.32689912826,1940445147.44496,66744191.8484452,0.36577900503199,516304855.28808,39238068.1970872
2024-02-28,57003.5267373081,1118963733317.3,51983799587.1939,8368.0114025655,279741138.384215,29929406.6358063,2155.02531596949,1990394356.44514,98603303.6809988,0.422113029047047,599502519.2146,106051663.62307
2024-02-29,62558.5820241931,1225273849241.7,87218855804.0162,8532.67501373238,285620992.017507,58235406.7946477,2176.93485049555,2006148220.82908,104028812.929975,0.410716338701544,581047955.412135,85450589.017946
2024-03-01,61298.2168611016,1206725326872.14,67692687247.3639,8594.33424154667,287891683.446156,54785293.8672848,2092.56170784924,1937358692.77973,110260694.145143,0.425065895331226,605340059.860718,78510819.8241094
2024-03-02,62426.6405291919,1227712629022.18,36699193361.1554,8923.39809328509,298133347.608146,42859885.1257873,2106.98047543631,1945828904.18997,72232910.5616653,0.463501133312279,659551701.270162,84396520.9189993
2024-03-03,62067.8668021218,1219383305483.5,25198213831.2524,9564.16939394006,319768924.634413,72207984.9476265,2139.07350463453,1973952111.21042,73845291.6926778,0.525930417552347,747590130.952595,94747728.0346862
2024-03-04,63053.1054390642,1236312176673.45,27108369390.4435,9263.10952481775,307882954.980173,62332195.586037,2094.16215829124,1933368733.858,79491740.3915641,0.51820639737499,734665388.403199,103252590.113406
2024-03-05,68186.6459343215,1333913436699.17,74551714626.1156,9516.27658223225,316482064.471913,59567262.5587635,2099.80598364794,1936780774.14607,95390217.5429516,0.57219287876301,814019956.136216,135898025.653804
2024-03-06,64291.5365575695,1264870242318.6,96403762012.6606,9432.23393778167,311965900.200998,223415294.154382,2007.5504623796,1853936048.72165,148639757.505486,0.508138689999575,723597426.160037,133989368.746169
2024-03-07,66145.9192785085,1297845751759.6,73151905042.0407,9635.53737032914,320451116.93374,114186421.615995,2081.77967685332,1920397996.40482,108491290.00734,0.539136331292642,766561867.315534,85799765.6093253
2024-03-08,66944.8763905358,1317508010581.08,48853892626.0196,10370.7272885645,344719529.661369,97036967.7364697,2101.49715247939,1943159161.47083,89742518.4662719,0.56773953724977,808963489.841344,85302081.3064952
2024-03-09,68315.2519207831,1340971395884.52,63346588227.3287,10148.355509502,337509443.258306,93881787.0385872,2090.75676433789,1930378043.21405,92781681.8878622,0.589253209672533,836192355.784648,92881426.7470372
2024-03-10,68508.0039626159,1346027264110.5,21359706190.8152,10212.6591397753,339874577.282093,63776155.2469779,2423.68295193753,2240374180.25577,204404801.523905,0.63187912066051,898184009.028932,87916246.0914299
2024-03-11,69075.6668819574,1357390358031.54,36660543917.162,9972.09806665275,331776136.668381,64661372.0133232,2814.4086376446,2597742588.72141,239790447.804911,0.647162965868257,918199378.744847,101907681.062922
2024-03-12,72130.5530076568,1417772589113.95,66653067165.9347,10445.0058785592,347605405.771499,106327793.937249,2601.71935276581,2401392909.44455,192684835.708597,0.662111906820842,944270519.866458,76946322.1646436
2024-03-13,71467.1735032606,1403692914139.19,64599341551.273,10239.2756433113,340272781.883016,78772367.4394403,2633.98628429777,2433562536.61888,240732789.309566,0.648999964038815,925823884.344023,80545043.8427243
2024-03-14,73097.7670269413,1436631290571.54,51906601043.5367,10308.966554927,342567468.94291,69251475.0854412,2898.40152658228,2683084748.99809,268636147.636373,0.638829738596211,909284530.672872,54307143.3326031
2024-03-15,71420.0318014235,1403843488135.24,63073551321.7475,10004.8096377284,332949250.995382,89752571.4241338,2903.11020180437,2682430667.65451,236434002.86882,0.610544141272808,869194883.879828,72451711.0807954
